"id","activity_id","start_time","end_time","date"
555,696,"18:04:00","00:49:00","2024-03-23"
556,717,"03:38:00","09:05:00","2024-09-21"
557,515,"17:18:00","12:50:00","2024-01-01"
558,703,"20:27:00","08:36:00","2024-06-29"
559,871,"00:10:00","22:36:00","2024-11-07"
560,818,"18:48:00","14:02:00","2024-04-03"
561,1113,"03:41:00","09:28:00","2024-07-17"
562,722,"13:50:00","09:02:00","2024-03-19"
563,799,"23:16:00","14:00:00","2024-04-12"
564,752,"06:15:00","23:18:00","2024-10-13"
565,560,"03:21:00","11:12:00","2024-05-09"
566,781,"17:45:00","13:23:00","2024-01-13"
567,1091,"03:10:00","06:46:00","2024-04-23"
568,493,"22:46:00","14:47:00","2024-02-23"
569,457,"17:42:00","02:30:00","2024-01-26"
570,1060,"10:36:00","14:33:00","2024-05-23"
571,449,"20:50:00","17:40:00","2024-11-10"
572,778,"09:33:00","21:38:00","2024-03-07"
573,1094,"22:19:00","20:24:00","2024-06-10"
574,911,"07:09:00","01:21:00","2024-07-05"
575,465,"08:07:00","03:19:00","2024-08-20"
576,924,"05:59:00","03:51:00","2024-08-01"
577,1116,"21:59:00","03:13:00","2024-09-20"
578,544,"20:54:00","22:38:00","2024-11-18"
579,477,"06:28:00","12:02:00","2024-02-21"
580,850,"13:26:00","02:11:00","2024-11-23"
581,775,"02:19:00","03:48:00","2024-10-30"
582,539,"00:12:00","21:09:00","2024-01-01"
583,483,"13:45:00","17:24:00","2024-10-18"
584,841,"12:43:00","04:51:00","2024-08-26"
585,937,"15:52:00","16:23:00","2024-04-15"
586,1002,"10:05:00","06:00:00","2024-09-07"
587,571,"15:20:00","00:03:00","2024-03-31"
588,955,"12:13:00","03:17:00","2024-01-06"
589,983,"00:41:00","09:16:00","2024-01-29"
590,834,"06:51:00","03:02:00","2024-01-07"
591,1086,"04:18:00","22:46:00","2024-02-28"
592,986,"06:35:00","19:50:00","2024-10-13"
593,597,"22:31:00","07:09:00","2024-02-07"
594,658,"11:03:00","16:35:00","2024-02-12"
595,1026,"04:52:00","22:48:00","2024-07-05"
596,1099,"00:29:00","13:57:00","2024-11-06"
597,1091,"18:46:00","12:21:00","2024-12-07"
598,669,"01:32:00","01:33:00","2024-10-04"
599,938,"23:33:00","04:43:00","2024-07-24"
600,1113,"14:02:00","20:21:00","2024-01-01"
601,865,"03:06:00","08:47:00","2024-10-22"
602,690,"07:21:00","13:07:00","2024-10-04"
603,1057,"13:57:00","20:40:00","2024-08-11"
604,535,"04:11:00","12:15:00","2024-08-20"
605,803,"03:58:00","07:46:00","2024-11-06"
606,1095,"04:08:00","21:40:00","2024-10-21"
607,697,"20:32:00","11:15:00","2024-06-16"
608,832,"15:54:00","16:11:00","2024-09-26"
609,566,"17:40:00","07:35:00","2024-08-07"
610,943,"00:34:00","07:35:00","2024-03-15"
611,1104,"14:21:00","13:10:00","2024-09-28"
612,715,"03:51:00","17:54:00","2024-12-03"
613,990,"18:05:00","23:36:00","2024-07-17"
614,733,"06:24:00","06:25:00","2024-09-03"
615,1026,"06:00:00","02:23:00","2024-10-08"
616,1024,"11:18:00","12:10:00","2024-08-30"
617,1044,"05:17:00","17:03:00","2024-02-22"
618,592,"15:16:00","07:36:00","2024-12-01"
619,780,"00:23:00","09:11:00","2024-06-28"
620,645,"12:35:00","13:39:00","2024-02-25"
621,1049,"19:53:00","16:24:00","2024-07-28"
622,1105,"17:17:00","15:54:00","2024-11-13"
623,723,"15:41:00","18:04:00","2024-02-13"
624,607,"02:55:00","05:05:00","2024-07-19"
625,899,"10:11:00","12:43:00","2024-07-07"
626,539,"08:00:00","15:12:00","2024-06-15"
627,586,"10:04:00","18:22:00","2024-02-07"
628,615,"16:36:00","20:07:00","2024-03-16"
629,728,"19:21:00","18:22:00","2024-07-16"
630,469,"02:54:00","00:04:00","2024-03-02"
631,507,"02:04:00","20:26:00","2024-10-05"
632,777,"01:40:00","01:48:00","2024-06-22"
633,923,"17:11:00","23:31:00","2024-07-26"
634,610,"22:56:00","04:37:00","2024-01-17"
635,1064,"17:55:00","03:54:00","2024-05-02"
636,844,"04:23:00","12:21:00","2024-06-24"
637,1004,"19:19:00","03:25:00","2024-03-04"
638,409,"01:05:00","23:07:00","2024-01-14"
639,1043,"18:25:00","06:56:00","2024-05-02"
640,755,"04:25:00","09:58:00","2024-08-10"
641,484,"12:03:00","19:34:00","2024-10-26"
642,598,"22:37:00","00:33:00","2024-01-24"
643,816,"16:25:00","07:33:00","2023-12-29"
644,568,"18:22:00","10:04:00","2024-10-12"
645,498,"00:13:00","17:05:00","2024-06-03"
646,419,"07:57:00","11:58:00","2024-10-15"
647,548,"01:15:00","18:38:00","2024-05-16"
648,622,"17:20:00","23:41:00","2024-09-13"
649,945,"16:23:00","04:14:00","2024-06-09"
650,986,"03:25:00","03:01:00","2024-05-07"
651,1022,"23:22:00","22:45:00","2024-10-30"
652,649,"01:20:00","17:52:00","2024-05-25"
653,746,"00:55:00","00:09:00","2024-07-12"
654,570,"03:56:00","03:42:00","2024-02-24"
655,1026,"01:15:00","00:34:00","2024-08-28"
656,1029,"18:29:00","06:04:00","2024-06-17"
657,506,"23:27:00","11:39:00","2024-09-19"
658,445,"09:12:00","16:47:00","2024-11-11"
659,835,"09:40:00","16:17:00","2024-03-12"
660,599,"17:54:00","02:48:00","2024-03-05"
661,903,"13:03:00","04:25:00","2024-07-26"
662,636,"12:42:00","16:17:00","2024-06-30"
663,472,"10:22:00","16:18:00","2024-08-30"
664,620,"14:29:00","23:12:00","2024-01-30"
665,973,"08:23:00","00:18:00","2024-05-25"
666,997,"09:37:00","08:25:00","2024-01-27"
667,735,"10:19:00","00:03:00","2024-10-09"
668,1094,"09:33:00","09:00:00","2024-02-13"
669,1117,"09:09:00","18:01:00","2024-06-28"
670,580,"21:11:00","03:19:00","2024-08-29"
671,1031,"12:24:00","14:15:00","2024-10-18"
672,470,"00:12:00","06:51:00","2024-06-03"
673,736,"12:55:00","00:42:00","2024-09-14"
674,593,"05:39:00","17:33:00","2024-01-06"
675,1052,"09:57:00","21:32:00","2024-04-27"
676,765,"11:21:00","17:55:00","2024-03-15"
677,1066,"18:36:00","10:03:00","2024-09-30"
678,1063,"08:25:00","12:08:00","2024-04-28"
679,407,"00:32:00","04:16:00","2024-01-26"
680,427,"12:00:00","14:55:00","2024-11-24"
681,446,"01:52:00","00:26:00","2024-09-25"
682,481,"20:14:00","08:15:00","2024-03-11"
683,858,"23:28:00","21:59:00","2024-04-14"
684,731,"06:49:00","11:02:00","2024-01-02"
685,1035,"15:31:00","04:58:00","2024-06-11"
686,1124,"14:12:00","22:58:00","2023-12-14"
687,923,"02:27:00","00:33:00","2024-03-15"
688,774,"14:06:00","03:21:00","2024-09-11"
689,602,"04:33:00","20:22:00","2024-08-14"
690,989,"23:38:00","15:38:00","2024-04-13"
691,1053,"14:10:00","03:51:00","2024-07-07"
692,1043,"11:13:00","01:27:00","2023-12-31"
693,614,"17:51:00","04:09:00","2024-04-03"
694,1081,"19:14:00","13:02:00","2024-02-02"
695,577,"19:58:00","12:30:00","2024-04-29"
696,846,"12:55:00","05:23:00","2024-01-01"
697,900,"17:28:00","10:34:00","2023-12-19"
698,590,"23:57:00","14:16:00","2024-02-19"
699,650,"03:38:00","06:09:00","2024-03-09"
700,699,"18:12:00","02:54:00","2024-05-24"
701,1028,"17:01:00","03:59:00","2024-01-12"
702,552,"05:48:00","10:15:00","2024-06-26"
703,517,"13:15:00","13:31:00","2024-06-07"
704,465,"08:04:00","07:41:00","2024-09-28"
705,1055,"20:54:00","16:16:00","2024-12-03"
706,743,"21:39:00","13:09:00","2024-07-08"
707,493,"16:39:00","23:37:00","2024-05-14"
708,602,"21:11:00","13:38:00","2024-10-21"
709,868,"04:57:00","12:11:00","2024-01-15"
710,935,"12:49:00","16:21:00","2024-04-30"
711,488,"06:51:00","16:19:00","2024-03-05"
712,693,"05:23:00","21:57:00","2024-09-26"
713,854,"01:50:00","01:42:00","2024-10-08"
714,496,"15:14:00","00:12:00","2024-03-27"
715,790,"05:39:00","08:04:00","2024-05-28"
716,908,"18:42:00","04:53:00","2023-12-24"
717,1090,"17:41:00","05:28:00","2024-10-27"
718,493,"06:10:00","22:50:00","2024-01-01"
719,478,"11:35:00","09:06:00","2023-12-30"
720,1023,"16:50:00","13:26:00","2024-12-10"
721,882,"20:36:00","09:02:00","2024-01-08"
722,944,"09:11:00","12:38:00","2024-10-24"
723,1078,"20:35:00","18:40:00","2024-02-08"
724,889,"08:04:00","03:35:00","2024-02-01"
725,477,"10:37:00","16:59:00","2024-12-03"
726,803,"10:20:00","07:11:00","2024-04-27"
727,667,"15:30:00","00:03:00","2024-04-15"
728,593,"22:59:00","17:14:00","2024-08-19"
729,781,"16:56:00","19:01:00","2024-10-01"
730,623,"14:43:00","20:54:00","2024-11-07"
731,1015,"00:07:00","08:45:00","2024-09-07"
732,784,"15:59:00","16:39:00","2024-06-27"
733,1055,"16:44:00","03:57:00","2024-10-24"
734,613,"10:54:00","07:45:00","2024-12-06"
735,717,"21:22:00","14:09:00","2024-07-03"
736,611,"16:30:00","23:35:00","2024-01-15"
737,469,"20:59:00","10:32:00","2023-12-25"
738,822,"00:30:00","09:48:00","2024-01-07"
739,966,"00:31:00","05:17:00","2024-05-27"
740,887,"15:03:00","19:30:00","2024-01-20"
741,795,"06:21:00","10:25:00","2024-12-11"
742,1055,"22:37:00","12:57:00","2024-10-17"
743,937,"20:21:00","19:34:00","2024-05-07"
744,955,"20:26:00","16:31:00","2024-09-03"
745,842,"17:05:00","02:53:00","2024-04-04"
746,1053,"06:00:00","12:41:00","2024-03-06"
747,788,"16:46:00","18:07:00","2024-06-21"
748,1104,"06:38:00","17:48:00","2024-09-18"
749,875,"08:47:00","11:47:00","2024-07-16"
750,492,"22:32:00","08:40:00","2024-08-08"
751,1028,"16:14:00","21:37:00","2024-10-08"
752,1018,"11:48:00","12:58:00","2024-02-04"
753,660,"18:24:00","16:59:00","2024-07-28"
754,1090,"12:22:00","07:40:00","2024-04-13"
755,889,"11:40:00","07:47:00","2024-05-25"
756,515,"09:46:00","02:31:00","2024-11-10"
757,559,"15:24:00","05:18:00","2024-08-23"
758,719,"18:23:00","03:43:00","2024-03-09"
759,907,"15:25:00","03:55:00","2024-09-10"
760,902,"20:54:00","23:21:00","2024-05-22"
761,695,"14:16:00","16:03:00","2024-11-06"
762,977,"19:55:00","17:16:00","2024-10-09"
763,1015,"12:07:00","11:20:00","2024-12-10"
764,624,"18:02:00","10:33:00","2024-01-02"
765,847,"16:06:00","19:28:00","2024-04-04"
766,1054,"17:59:00","06:04:00","2024-07-25"
767,554,"22:26:00","20:43:00","2024-10-19"
768,850,"04:30:00","15:06:00","2024-08-19"
769,496,"15:26:00","06:52:00","2024-07-15"
770,938,"05:33:00","07:45:00","2024-10-08"
771,638,"13:20:00","14:56:00","2024-02-02"
772,634,"22:15:00","23:52:00","2024-11-29"
773,1032,"23:26:00","17:39:00","2024-10-15"
774,1065,"03:35:00","06:28:00","2024-12-02"
775,1037,"20:39:00","14:15:00","2024-04-05"
776,761,"05:26:00","11:13:00","2024-04-30"
777,838,"05:59:00","09:22:00","2023-12-26"
778,992,"16:40:00","09:50:00","2024-03-20"
779,988,"14:38:00","08:16:00","2024-12-06"
780,666,"13:24:00","17:56:00","2024-06-21"
781,921,"10:26:00","11:12:00","2024-09-09"
782,462,"09:21:00","11:23:00","2024-05-22"
783,972,"04:20:00","19:37:00","2024-04-11"
784,600,"22:03:00","00:11:00","2024-02-16"
785,807,"19:50:00","21:03:00","2024-07-15"
786,1115,"00:10:00","01:58:00","2024-03-30"
787,521,"16:07:00","15:33:00","2024-09-15"
788,870,"01:27:00","15:00:00","2024-04-20"
789,1114,"11:55:00","16:52:00","2024-02-29"
790,634,"11:56:00","04:24:00","2024-08-18"
791,464,"05:35:00","14:42:00","2024-03-24"
792,410,"17:45:00","01:23:00","2024-11-17"
793,867,"03:51:00","04:22:00","2024-06-10"
794,752,"00:45:00","12:09:00","2024-02-02"
795,830,"01:43:00","04:21:00","2024-01-17"
796,768,"03:26:00","09:41:00","2024-10-20"
797,867,"22:49:00","21:21:00","2024-05-08"
798,679,"11:39:00","01:28:00","2024-08-20"
799,415,"21:39:00","02:34:00","2024-08-22"
800,628,"15:21:00","07:35:00","2024-08-02"
801,824,"15:50:00","05:22:00","2024-06-15"
802,425,"05:12:00","14:55:00","2024-11-16"
803,554,"07:09:00","22:50:00","2024-05-22"
804,519,"01:27:00","15:31:00","2024-01-10"
805,550,"18:58:00","06:44:00","2024-11-18"
806,932,"08:57:00","08:44:00","2024-08-03"
807,846,"06:03:00","16:54:00","2024-11-15"
808,520,"23:21:00","19:16:00","2024-07-26"
809,540,"13:08:00","16:13:00","2023-12-16"
810,751,"23:52:00","13:50:00","2024-04-10"
811,961,"12:10:00","07:09:00","2024-01-12"
812,957,"08:56:00","16:29:00","2024-08-28"
813,825,"02:10:00","10:34:00","2024-08-31"
814,1117,"00:31:00","23:40:00","2024-01-04"
815,844,"04:27:00","20:39:00","2024-05-09"
816,797,"12:51:00","16:23:00","2024-08-06"
817,886,"16:24:00","14:28:00","2024-02-08"
818,768,"19:50:00","19:51:00","2024-07-22"
819,782,"23:04:00","16:53:00","2024-12-11"
820,958,"12:12:00","02:52:00","2024-10-06"
821,1014,"11:01:00","10:22:00","2024-08-15"
822,411,"05:24:00","03:08:00","2024-08-22"
823,767,"23:13:00","12:56:00","2024-10-03"
824,411,"09:52:00","16:53:00","2024-03-03"
825,399,"21:01:00","05:46:00","2024-05-21"
826,590,"21:35:00","01:10:00","2023-12-18"
827,1034,"12:48:00","18:14:00","2024-11-04"
828,1090,"15:23:00","08:16:00","2024-03-26"
829,754,"02:14:00","01:16:00","2024-11-15"
830,951,"11:26:00","03:44:00","2024-04-12"
831,824,"00:50:00","11:15:00","2024-01-16"
832,834,"06:25:00","19:36:00","2024-06-22"
833,709,"21:51:00","14:12:00","2024-02-29"
834,940,"15:30:00","21:43:00","2024-03-16"
835,644,"15:03:00","16:45:00","2024-05-01"
836,696,"00:53:00","02:00:00","2024-11-24"
837,778,"20:54:00","04:54:00","2024-09-13"
838,670,"00:38:00","00:18:00","2024-06-01"
839,1009,"17:58:00","19:44:00","2024-11-07"
840,508,"16:25:00","12:45:00","2024-10-11"
841,810,"02:16:00","22:46:00","2024-05-29"
842,992,"20:42:00","15:28:00","2024-03-21"
843,414,"19:25:00","00:25:00","2024-03-27"
844,796,"00:17:00","19:50:00","2024-04-21"
845,425,"12:45:00","10:37:00","2023-12-15"
846,614,"03:28:00","14:09:00","2024-12-10"
847,413,"02:56:00","19:34:00","2024-03-02"
848,948,"20:10:00","17:52:00","2024-06-07"
849,731,"20:03:00","12:09:00","2024-11-20"
850,1018,"08:59:00","07:50:00","2024-06-05"
851,727,"02:25:00","04:02:00","2024-11-28"
852,1123,"12:51:00","04:14:00","2023-12-19"
853,494,"19:55:00","04:08:00","2024-05-21"
854,886,"05:53:00","22:41:00","2024-01-19"
855,593,"17:30:00","15:07:00","2024-04-19"
856,1090,"07:41:00","15:36:00","2024-11-24"
857,585,"07:33:00","10:23:00","2024-03-13"
858,553,"07:30:00","14:31:00","2024-08-09"
859,606,"00:56:00","01:16:00","2024-09-10"
860,883,"06:35:00","04:07:00","2024-11-21"
861,915,"18:49:00","15:44:00","2024-11-17"
862,451,"10:40:00","10:14:00","2024-05-11"
863,1004,"06:22:00","10:16:00","2024-01-18"
864,777,"17:56:00","11:48:00","2024-10-13"
865,958,"21:17:00","21:11:00","2024-05-20"
866,798,"13:50:00","21:08:00","2024-02-22"
867,428,"21:06:00","12:14:00","2024-10-07"
868,904,"16:46:00","20:10:00","2024-04-09"
869,548,"12:55:00","16:01:00","2024-04-03"
870,734,"13:22:00","08:18:00","2024-08-20"
871,541,"05:14:00","00:56:00","2024-03-08"
872,409,"00:38:00","21:19:00","2024-10-26"
873,417,"06:53:00","12:07:00","2024-06-13"
874,645,"07:26:00","01:37:00","2024-01-04"
875,1029,"11:20:00","13:53:00","2024-05-07"
876,917,"04:06:00","09:51:00","2023-12-20"
877,568,"04:44:00","02:13:00","2024-06-01"
878,425,"11:34:00","22:54:00","2023-12-21"
879,571,"11:05:00","19:52:00","2024-04-07"
880,560,"06:01:00","15:30:00","2024-08-23"
881,574,"01:09:00","03:36:00","2024-06-21"
882,1005,"16:43:00","01:50:00","2024-03-01"
883,406,"01:32:00","00:29:00","2023-12-27"
884,501,"16:21:00","05:46:00","2024-01-18"
885,798,"00:55:00","14:50:00","2024-10-10"
886,715,"03:24:00","00:14:00","2023-12-15"
887,925,"06:44:00","03:55:00","2024-09-19"
888,654,"20:11:00","07:19:00","2024-05-04"
889,648,"18:18:00","15:18:00","2024-05-20"
890,667,"17:11:00","17:59:00","2024-03-04"
891,830,"04:40:00","02:24:00","2024-11-19"
892,429,"22:51:00","19:39:00","2024-06-18"
893,443,"20:15:00","23:49:00","2024-05-05"
894,1025,"05:55:00","04:03:00","2024-08-27"
895,561,"11:36:00","23:41:00","2024-10-05"
896,631,"21:01:00","14:51:00","2024-08-03"
897,435,"23:11:00","00:57:00","2024-12-03"
898,1023,"09:41:00","05:58:00","2024-11-26"
899,794,"09:48:00","15:52:00","2024-07-30"
900,882,"11:45:00","04:45:00","2024-10-24"
901,1052,"06:13:00","03:32:00","2023-12-15"
902,850,"08:29:00","03:15:00","2024-10-29"
903,654,"14:15:00","04:06:00","2024-07-30"
904,732,"02:22:00","05:57:00","2024-10-24"
905,1050,"00:57:00","08:33:00","2024-08-01"
906,655,"16:43:00","20:39:00","2024-07-03"
907,927,"22:29:00","19:36:00","2024-09-10"
908,749,"11:45:00","02:25:00","2024-02-19"
909,996,"10:01:00","05:08:00","2024-06-02"
910,502,"18:16:00","23:36:00","2024-07-02"
911,707,"02:25:00","13:22:00","2024-02-24"
912,1091,"16:14:00","13:06:00","2024-09-07"
913,1004,"08:25:00","21:39:00","2024-01-13"
914,919,"06:14:00","07:27:00","2024-09-06"
915,958,"01:47:00","08:40:00","2024-04-07"
916,1117,"03:06:00","22:14:00","2024-03-13"
917,999,"21:51:00","10:36:00","2024-06-30"
918,948,"09:45:00","21:16:00","2024-05-25"
919,553,"10:10:00","11:15:00","2024-12-01"
920,1081,"04:32:00","20:06:00","2024-01-17"
921,746,"10:13:00","16:58:00","2024-05-05"
922,490,"00:19:00","17:03:00","2024-09-19"
923,986,"16:01:00","17:59:00","2024-03-24"
924,458,"21:04:00","03:32:00","2024-05-23"
925,516,"22:52:00","18:43:00","2024-01-20"
926,700,"23:18:00","08:14:00","2024-01-04"
927,405,"23:36:00","00:26:00","2024-11-21"
928,987,"21:21:00","22:20:00","2024-02-26"
929,869,"16:37:00","12:10:00","2024-04-14"
930,819,"00:36:00","03:35:00","2024-05-19"
931,489,"05:09:00","17:23:00","2024-09-05"
932,889,"22:59:00","03:39:00","2024-05-31"
933,878,"23:58:00","07:28:00","2024-02-07"
934,619,"15:40:00","00:57:00","2024-02-15"
935,475,"16:30:00","05:50:00","2024-02-24"
936,999,"08:35:00","18:06:00","2024-10-06"
937,552,"22:27:00","01:54:00","2024-08-20"
938,854,"17:54:00","20:46:00","2024-05-06"
939,544,"21:48:00","16:47:00","2024-09-22"
940,1018,"21:33:00","09:06:00","2024-05-21"
941,795,"02:12:00","06:34:00","2024-07-15"
942,1121,"18:58:00","10:21:00","2024-02-09"
943,1105,"14:47:00","20:48:00","2024-01-21"
944,570,"06:35:00","07:33:00","2024-10-11"
945,412,"09:29:00","03:04:00","2024-02-17"
946,422,"17:12:00","00:58:00","2024-04-09"
947,1085,"22:02:00","01:23:00","2024-10-28"
948,831,"19:17:00","11:32:00","2024-08-07"
949,1020,"18:22:00","02:07:00","2024-05-28"
950,734,"10:38:00","10:50:00","2023-12-28"
951,1072,"18:39:00","01:01:00","2023-12-21"
952,692,"11:18:00","10:48:00","2024-08-31"
953,995,"21:21:00","03:00:00","2024-01-07"
954,573,"10:31:00","01:54:00","2024-06-28"
955,905,"12:03:00","12:11:00","2024-06-13"
956,786,"12:59:00","08:29:00","2024-07-23"
957,426,"06:26:00","20:54:00","2024-11-05"
958,566,"05:13:00","13:33:00","2024-10-24"
959,666,"09:35:00","10:35:00","2024-10-07"
960,735,"20:22:00","02:00:00","2024-06-19"
961,546,"02:57:00","01:55:00","2024-07-14"
962,882,"00:35:00","07:03:00","2024-02-20"
963,994,"11:40:00","21:34:00","2024-10-04"
964,609,"07:02:00","18:35:00","2024-11-26"
965,732,"13:31:00","15:15:00","2024-10-05"
966,418,"11:47:00","18:43:00","2024-02-09"
967,564,"21:35:00","21:08:00","2024-10-29"
968,800,"21:46:00","18:15:00","2024-06-01"
969,532,"04:01:00","01:26:00","2024-08-02"
970,1100,"22:59:00","22:34:00","2024-09-12"
971,718,"13:16:00","04:54:00","2023-12-13"
972,789,"20:43:00","01:58:00","2024-04-27"
973,829,"14:22:00","15:18:00","2024-04-01"
974,449,"17:36:00","10:47:00","2024-12-09"
975,1049,"04:47:00","02:25:00","2024-09-22"
976,1123,"07:54:00","17:57:00","2024-03-20"
977,551,"18:36:00","03:31:00","2024-06-30"
978,654,"14:38:00","04:15:00","2024-05-21"
979,609,"20:26:00","11:26:00","2024-07-17"
980,802,"08:24:00","12:44:00","2024-05-20"
981,672,"23:48:00","01:54:00","2023-12-17"
982,651,"15:12:00","07:23:00","2024-03-27"
983,507,"01:04:00","01:11:00","2024-08-26"
984,1086,"09:53:00","20:29:00","2024-09-07"
985,478,"14:17:00","05:31:00","2024-11-05"
986,644,"15:41:00","20:20:00","2024-09-07"
987,884,"21:55:00","01:18:00","2024-08-06"
988,849,"18:13:00","12:48:00","2024-07-25"
989,933,"04:21:00","10:49:00","2024-05-18"
990,816,"02:03:00","01:21:00","2024-05-28"
991,1043,"22:16:00","02:05:00","2024-08-10"
992,943,"23:53:00","02:52:00","2024-12-08"
993,914,"05:00:00","16:27:00","2024-10-12"
994,632,"10:17:00","11:34:00","2024-12-03"
995,940,"10:36:00","06:11:00","2024-04-01"
996,600,"23:52:00","14:30:00","2024-07-11"
997,725,"13:43:00","20:18:00","2024-06-30"
998,404,"04:33:00","08:18:00","2024-06-21"
999,810,"09:14:00","04:11:00","2024-08-04"
1000,509,"09:59:00","15:27:00","2024-02-08"
1001,667,"15:42:00","14:34:00","2024-02-26"
1002,455,"21:17:00","22:16:00","2024-02-14"
1003,463,"23:52:00","23:03:00","2024-04-10"
1004,1024,"09:05:00","06:19:00","2024-01-04"
1005,950,"19:27:00","06:32:00","2024-11-28"
1006,538,"18:16:00","01:16:00","2024-09-09"
1007,403,"01:26:00","06:22:00","2024-08-14"
1008,792,"09:52:00","17:18:00","2024-06-22"
1009,841,"04:03:00","23:42:00","2024-06-21"
1010,956,"22:10:00","14:03:00","2024-03-22"
1011,773,"21:16:00","12:39:00","2024-06-13"
1012,928,"15:46:00","19:54:00","2024-01-16"
1013,829,"20:57:00","12:45:00","2024-10-24"
1014,619,"12:04:00","13:17:00","2024-05-28"
1015,817,"17:15:00","07:55:00","2023-12-22"
1016,774,"01:28:00","04:33:00","2024-04-16"
1017,950,"12:53:00","15:47:00","2024-06-25"
1018,471,"22:11:00","07:15:00","2024-01-25"
1019,1032,"08:31:00","07:01:00","2024-01-18"
1020,688,"13:12:00","12:00:00","2024-01-18"
1021,704,"07:21:00","09:29:00","2024-02-03"
1022,606,"22:08:00","03:38:00","2024-05-16"
1023,556,"12:28:00","20:21:00","2024-04-09"
1024,720,"15:28:00","04:54:00","2024-06-02"
1025,487,"11:08:00","13:47:00","2024-09-27"
1026,914,"06:05:00","10:09:00","2024-06-17"
1027,505,"01:08:00","05:30:00","2024-11-12"
1028,754,"15:26:00","10:48:00","2024-10-04"
1029,1123,"03:41:00","16:41:00","2024-10-03"
1030,820,"21:32:00","01:03:00","2024-05-05"
1031,1108,"02:33:00","04:27:00","2024-10-07"
1032,816,"06:10:00","12:54:00","2024-08-19"
1033,698,"22:19:00","02:19:00","2024-09-30"
1034,686,"07:47:00","02:13:00","2024-11-03"
1035,818,"22:41:00","22:48:00","2024-08-03"
1036,462,"18:56:00","07:51:00","2024-07-20"
1037,865,"00:32:00","18:15:00","2024-03-22"
1038,610,"18:47:00","02:38:00","2024-09-02"
1039,810,"11:31:00","00:10:00","2024-11-25"
1040,918,"03:47:00","15:16:00","2024-06-30"
1041,595,"15:02:00","13:20:00","2023-12-21"
1042,701,"23:48:00","21:46:00","2024-04-07"
1043,571,"08:11:00","01:43:00","2024-12-10"
1044,759,"10:03:00","00:31:00","2024-08-02"
1045,908,"02:01:00","01:09:00","2024-05-21"
1046,1041,"09:01:00","13:09:00","2024-01-23"
1047,604,"07:11:00","10:24:00","2024-06-04"
1048,1017,"13:42:00","08:30:00","2024-04-28"
1049,650,"21:57:00","23:03:00","2024-01-19"
1050,527,"06:23:00","03:53:00","2024-04-06"
1051,665,"18:23:00","18:01:00","2024-10-28"
1052,960,"14:33:00","19:02:00","2024-10-24"
1053,903,"11:05:00","06:47:00","2024-08-20"
1054,1021,"06:55:00","15:06:00","2024-08-25"
1055,458,"02:04:00","03:50:00","2024-02-08"
1056,612,"23:24:00","10:57:00","2024-02-10"
1057,631,"07:26:00","05:00:00","2024-01-14"
1058,542,"05:22:00","02:00:00","2024-11-16"
1059,720,"13:08:00","00:50:00","2024-08-30"
1060,599,"05:30:00","16:06:00","2023-12-17"
1061,783,"14:46:00","00:52:00","2024-01-20"
1062,469,"07:54:00","20:21:00","2024-07-09"
1063,1071,"02:49:00","20:16:00","2024-11-11"
1064,487,"09:34:00","14:27:00","2024-07-17"
1065,692,"13:20:00","12:30:00","2024-06-24"
1066,936,"07:44:00","02:15:00","2024-07-01"
1067,529,"05:36:00","06:11:00","2024-06-16"
1068,853,"20:45:00","09:10:00","2024-08-04"
1069,765,"22:43:00","05:24:00","2024-03-03"
1070,745,"19:31:00","12:04:00","2024-11-28"
1071,469,"09:55:00","11:48:00","2024-11-07"
1072,760,"19:48:00","10:20:00","2024-01-31"
1073,647,"18:44:00","15:38:00","2024-10-08"
1074,656,"12:15:00","00:28:00","2024-10-15"
1075,463,"12:03:00","01:06:00","2023-12-17"
1076,651,"09:56:00","02:23:00","2024-10-26"
1077,1060,"18:13:00","05:51:00","2024-03-01"
1078,835,"15:54:00","03:50:00","2023-12-14"
1079,909,"11:28:00","02:55:00","2024-06-29"
1080,882,"04:56:00","15:01:00","2024-06-19"
1081,512,"19:16:00","10:31:00","2024-09-20"
1082,579,"11:53:00","15:47:00","2024-12-07"
1083,489,"18:49:00","15:02:00","2024-06-07"
1084,830,"21:35:00","10:23:00","2023-12-16"
1085,1005,"07:45:00","01:18:00","2024-04-04"
1086,587,"02:32:00","14:03:00","2024-09-17"
1087,737,"20:21:00","22:15:00","2024-01-26"
1088,820,"03:32:00","16:56:00","2024-10-31"
1089,765,"13:00:00","02:39:00","2024-03-14"
1090,618,"02:55:00","02:23:00","2024-08-23"
1091,800,"04:11:00","04:46:00","2024-03-23"
1092,438,"06:36:00","14:17:00","2024-08-01"
1093,1082,"22:58:00","22:29:00","2024-03-13"
1094,902,"08:26:00","02:15:00","2024-10-16"
1095,776,"12:13:00","07:42:00","2024-01-19"
1096,414,"09:11:00","00:49:00","2023-12-18"
1097,775,"10:17:00","02:34:00","2024-05-18"
1098,1090,"02:55:00","23:06:00","2024-10-25"
1099,745,"23:06:00","14:43:00","2023-12-31"
1100,967,"11:30:00","13:45:00","2024-03-09"
1101,814,"02:50:00","07:49:00","2024-06-20"
1102,789,"22:18:00","23:29:00","2024-05-06"
1103,580,"06:07:00","10:04:00","2024-07-13"
1104,467,"23:29:00","23:22:00","2024-01-24"
1105,654,"07:37:00","07:58:00","2024-02-03"
